,Unnamed: 0,Unnamed: 0.1.1,review_index,product_index,sentences,labelled_topic,labelled_sentiment,rating,sentence_ix
954,118977,118977,42527,828,if this  is the same quality as 'road block' from this company the image as printed on the  pieces has very poor resolution and the picture on the box covers more of the original poster than the  does,3.0,-1.0,2,118977
955,65323,65323,22933,226, we were in a room with a wood floor and there is no place we would have dropped one,4.0,0.0,1,65323
956,227919,227919,80449,5566,this was a very challenging  for the family,1.0,1.0,5,227919
957,142398,142398,51063,1399,pieces were too small ,4.0,-1.0,1,142398
958,158028,158028,56604,1853,it's a strange twist i wasn't aware of because i ordered the  based on the picture and didn't read all the fine print,4.0,0.0,2,158028
959,178735,178735,64006,2460, thank you amazon for discounting this  so that i could buy it,4.0,1.0,5,178735
960,219724,219724,77783,4586,so all in all it was fun to put together not too hard amusing and just a little annoying,1.0,1.0,3,219724
961,226965,226965,80133,5423, the picture is fine,4.0,0.0,3,226965
962,180344,180344,64491,2516, cheap s you dont know for sure sometimes even with the right pieces due to gaps or photo inconsistencies,4.0,0.0,5,180344
963,79634,79634,28038,324,so i came up on this board deciding to go with the bigger one because of the dimensions on the  i was working on,4.0,0.0,5,79634
964,47449,47449,16968,158, how is that even possible,4.0,0.0,1,47449
965,90637,90637,32094,447, its a great  to work on and its beautiful,3.0,1.0,5,90637
966,114910,114910,41009,755, for me that is challenging since i am partially colorblind but for my husband it's no issue at all because he can see that they don't match,1.0,0.0,5,114910
967,36444,36444,13054,111,as always ,4.0,0.0,5,36444
968,53484,53484,18895,176,the highlights: - snug smooth fit,2.0,1.0,4,53484
969,75881,75881,26746,301,totally awesome fun and educational ,4.0,1.0,5,75881
970,142549,142549,51095,1403,this is a great  for those who like a challenge,1.0,1.0,5,142549
971,175622,175622,62922,2345,a great fun to work,4.0,1.0,5,175622
972,111204,111204,39613,697,i loved what the  was however the cut seemed off and the pieces were extremely loos and kept coming undone,2.0,-1.0,3,111204
973,216624,216624,76765,4336,difficult s are my cup of tea and  paris romance is among the most challenging s that i've encountered,1.0,1.0,3,216624
974,157224,157224,56312,1821,great  for vw enthusiasts,4.0,1.0,5,157224
975,72862,72862,25657,274, however we gave the benefit of the doubt to  s and thought that it couldn't have been many more pieces,4.0,1.0,1,72862
976,7557,7557,2797,10, i was so impressed,4.0,1.0,5,7557
977,111551,111551,39722,702, yes it also makes it a little more difficult but i don't like them too easy,1.0,1.0,4,111551
978,208357,208357,74221,3846,the  itself is great however each piece is identical,4.0,0.0,4,208357
979,44069,44069,15722,138, loved the challenge,1.0,1.0,5,44069
980,228923,228923,80804,5767,i would not call this a toy,4.0,0.0,5,228923
981,81521,81521,28651,336, we enjoyed the  most because we could differentiate the colors,4.0,1.0,5,81521
982,143455,143455,51427,1427,i gave this to my grandpa for christmas and he loved it,4.0,1.0,5,143455
983,178528,178528,63927,2444, pretty accurate,4.0,1.0,5,178528
984,166384,166384,59713,2073, i knew it was going to be challenge before i bought it,1.0,1.0,5,166384
985,178384,178384,63877,2433,great ,4.0,1.0,5,178384
986,203040,203040,72305,3506, thick cardboard but soft--not the best quality in my mind,3.0,-1.0,3,203040
987,32830,32830,11787,94, it was beautiful came with pretty bags,3.0,1.0,5,32830
988,158090,158090,56635,1856,great  ,4.0,1.0,5,158090
989,59788,59788,20948,202, i just stored the carrying case behind my couch in case i ever want to use it,4.0,0.0,5,59788
990,161373,161373,57850,1971,this was used by my daughter in law during the holiday and it was great except: one piece was thinner that the others and at the completion of the  there was a duplicate piece and it seemed as if the two pieces should be one; there was another duplicate piece in another area of the ; there was a piece missing at the end of the work,0.0,-1.0,3,161373
991,81728,81728,28701,337,this is a great  for uga bulldogs,4.0,1.0,5,81728
992,226717,226717,80035,5357, i highly recommend these s for jigsaw lovers,4.0,1.0,5,226717
993,198631,198631,70756,3274,have now started this  and want until closer to next christmas,4.0,0.0,4,198631
994,204950,204950,72972,3609, eurographics  are well made,3.0,1.0,5,204950
995,123283,123283,44116,890, no way ,4.0,0.0,5,123283
996,18821,18821,6812,44,so much fun and since i was in my 20s in the 80s this brought back a lot of memories,4.0,0.0,5,18821
997,35620,35620,12742,107, it came together remarkably fast,4.0,0.0,4,35620
998,160339,160339,57430,1946, beautiful when done,3.0,1.0,5,160339
999,180351,180351,64492,2516, you will need a large work surface because this  is pretty big,4.0,0.0,5,180351
